RA,Fase,Turma,Nome,Ano_Nascimento,Idade,Genero,Ano_Ingresso,Instituicao_Ensino,Ano_Referencia,Pedra_20,Pedra_21,Pedra_22,INDE_22,Num_Av,Avaliador1,Avaliador2,Avaliador3,IAA,IEG,IPS,IDA,Mat,Por,Ing,Atingiu_PV,IPV,IAN,Fase_Ideal,Defasagem,Pedra_23,Pedra_23_1,IPP,Pedra_24,Pedra
RA-562,Fase 3,3I,Aluno-562,2011,13,F,2021,Publica,2024,,Ametista,Ametista,7.854693065681446,4.0,Avaliador-21,Avaliador-23,Avaliador-26,8.334,9.833333333333334,8.135,7.833333333333333,7.5,7.5,8.5,,7.25,10.0,Fase 3,0,,Agata,7.625,Topazio,
RA-1112,Fase 3,3I,Aluno-1112,2011,13,M,2023,Publica,2024,,,,,4.0,Avaliador-21,Avaliador-23,Avaliador-26,9.585,9.02791197,8.135,4.0,4.0,4.0,4.0,,4.705,10.0,Fase 3,0,,Ametista,5.375,Agata,
RA-1535,Fase 3,3I,Aluno-1535,2011,13,F,2024,Publica,2024,,,,,4.0,Avaliador-21,Avaliador-23,Avaliador-26,8.751,5.103121516333333,7.51,5.833333333333333,7.5,5.5,4.5,,7.9175,10.0,Fase 3,0,,,7.125,Ametista,
RA-1536,Fase 3,3I,Aluno-1536,2009,15,F,2024,Publica,2024,,,,,4.0,Avaliador-21,Avaliador-23,Avaliador-26,9.168,8.722222222333334,8.135,7.0,10.0,3.5,7.5,,7.4575,5.0,Fase 4,-1,,,7.875,Ametista,
RA-357,Fase 3,3I,Aluno-357,2010,14,M,2022,Publica,2024,,,Ametista,7.835649925925926,4.0,Avaliador-21,Avaliador-23,Avaliador-26,8.751,9.028180354333333,8.135,7.666666666666667,8.5,7.0,7.5,,7.0825,5.0,Fase 4,-1,,Topazio,7.875,Ametista,
RA-583,Fase 3,3I,Aluno-583,2010,14,F,2021,Publica,2024,Ametista,Ametista,Ametista,7.455557555555556,4.0,Avaliador-21,Avaliador-23,Avaliador-26,7.917,8.904455179666668,8.135,5.0,6.5,4.5,4.0,,6.87,10.0,Fase 3,0,,Ametista,6.875,Ametista,
RA-1537,Fase 3,3I,Aluno-1537,2010,14,F,2024,Publica,2024,,,,,4.0,Avaliador-21,Avaliador-23,Avaliador-26,9.168,8.33064949,8.135,8.666666666666666,10.0,6.0,10.0,,8.67,5.0,Fase 4,-1,,,8.125,Topazio,
RA-599,Fase 3,3K,Aluno-599,2012,12,M,2022,Publica,2024,,,Topazio,8.199571556935819,3.0,Avaliador-21,Avaliador-7,Avaliador-10,10.002,8.607843137333333,9.375,7.666666666666667,8.0,7.0,8.0,,7.28,10.0,Fase 2,1,,Topazio,7.083333333,Topazio,
RA-651,Fase 3,3K,Aluno-651,2012,12,F,2022,Publica,2024,,,Ametista,7.866088525252525,3.0,Avaliador-21,Avaliador-7,Avaliador-10,9.168,10.0,7.51,7.5,10.0,6.0,6.5,,8.336666667,10.0,Fase 2,1,,Ametista,8.541666667,Topazio,
RA-1131,Fase 3,3K,Aluno-1131,2011,13,F,2023,Bolsista,2024,,,,,3.0,Avaliador-21,Avaliador-7,Avaliador-10,8.334,9.277777777666666,6.255,8.333333333333334,8.0,7.0,10.0,,7.893333333,10.0,Fase 3,0,,Topazio,7.291666667,Topazio,
RA-403,Fase 3,3K,Aluno-403,2010,14,M,2021,Publica,2024,Ametista,Ametista,Ametista,7.454659477025898,3.0,Avaliador-21,Avaliador-7,Avaliador-10,8.751,7.361111111,7.51,7.666666666666667,6.0,8.0,9.0,,7.613333333,10.0,Fase 3,0,,Ametista,8.541666667,Topazio,
RA-1538,Fase 3,3K,Aluno-1538,2010,13,M,2021,Publica,2024,,,,,3.0,Avaliador-21,Avaliador-7,Avaliador-10,9.168,7.935185184999999,8.13,7.166666666666667,7.5,6.0,8.0,,7.106666667,10.0,Fase 2,1,,,7.916666667,Ametista,
RA-469,Fase 3,3K,Aluno-469,2011,13,F,2022,Publica,2024,,,Ametista,7.624482920314255,3.0,Avaliador-21,Avaliador-7,Avaliador-10,9.168,9.498366013,7.51,5.0,6.0,4.0,5.0,,6.94,10.0,Fase 3,0,,Ametista,7.291666667,Ametista,
RA-1121,Fase 3,3K,Aluno-1121,2012,12,M,2023,Publica,2024,,,,,3.0,Avaliador-21,Avaliador-7,Avaliador-10,9.585,10.0,7.51,6.666666666666667,9.0,5.0,6.0,,8.28,10.0,Fase 3,0,,Topazio,7.083333333,Topazio,
RA-1122,Fase 3,3K,Aluno-1122,2012,12,M,2023,Publica,2024,,,,,3.0,Avaliador-21,Avaliador-7,Avaliador-10,8.751,9.861111111,7.51,5.333333333333333,5.0,4.5,6.5,,7.22,10.0,Fase 2,1,,Ametista,7.083333333,Ametista,
RA-422,Fase 3,3K,Aluno-422,2010,14,M,2022,Publica,2024,,,Agata,6.745835333333334,3.0,Avaliador-21,Avaliador-7,Avaliador-10,7.5,6.157407407333333,7.51,2.8333333333333335,3.0,4.5,1.0,,5.5,5.0,Fase 4,-1,,Quartzo,6.458333333,Quartzo,
RA-1117,Fase 3,3K,Aluno-1117,2012,12,F,2023,Publica,2024,,,,,3.0,Avaliador-21,Avaliador-7,Avaliador-10,8.751,8.314814814666667,7.51,5.666666666666667,5.0,5.0,7.0,,6.833333333,10.0,Fase 2,1,,Topazio,8.125,Ametista,
RA-1539,Fase 3,3K,Aluno-1539,2011,13,F,2024,Publica,2024,,,,,3.0,Avaliador-21,Avaliador-7,Avaliador-10,6.667,9.027777777666666,6.885,6.833333333333333,6.0,7.0,7.5,,7.056666667,10.0,Fase 3,0,,,7.708333333,Ametista,
RA-618,Fase 3,3K,Aluno-618,2009,15,M,2021,Publica,2024,Ametista,Ametista,Ametista,7.180380522045855,3.0,Avaliador-21,Avaliador-7,Avaliador-10,10.002,8.324074074,6.88,4.166666666666667,5.0,4.5,3.0,,6.826666667,5.0,Fase 5,-2,,Agata,6.666666667,Agata,
RA-669,Fase 3,3K,Aluno-669,2011,12,M,2022,Publica,2024,,,Ametista,7.475002333333333,3.0,Avaliador-21,Avaliador-7,Avaliador-10,7.5,4.851851851666666,7.51,5.333333333333333,5.0,6.0,5.0,,6.883333333,10.0,Fase 3,0,,Ametista,7.291666667,Agata,
RA-408,Fase 3,3K,Aluno-408,2010,14,F,2022,Publica,2024,,,Agata,6.725002000000001,3.0,Avaliador-21,Avaliador-7,Avaliador-10,7.5,4.981481481666667,7.51,4.833333333333333,3.0,5.5,6.0,,6.776666667,10.0,Fase 3,0,,Ametista,7.083333333,Agata,
RA-610,Fase 3,3K,Aluno-610,2013,11,F,2022,Publica,2024,,,Topazio,8.180094592592592,3.0,Avaliador-21,Avaliador-7,Avaliador-10,9.585,9.694444444333334,3.76,6.333333333333333,8.0,5.0,6.0,,8.336666667,10.0,Fase 2,1,,Topazio,6.875,Ametista,
RA-409,Fase 3,3K,Aluno-409,2011,13,F,2022,Publica,2024,,,Topazio,8.150001333333332,3.0,Avaliador-21,Avaliador-7,Avaliador-10,9.585,9.231481481333333,7.51,7.166666666666667,7.0,7.5,7.0,,7.223333333,10.0,Fase 3,0,,Ametista,7.916666667,Topazio,
RA-464,Fase 3,3L,Aluno-464,2009,15,F,2022,Publica,2024,,,Agata,6.745479946323136,4.0,Avaliador-20,Avaliador-21,Avaliador-26,9.168,7.851461988333334,8.76,4.333333333333333,3.0,3.5,6.5,,7.1175,5.0,Fase 4,-1,,Agata,7.1875,Agata,
RA-1165,Fase 3,3L,Aluno-1165,2011,13,F,2023,Publica,2024,,,,,4.0,Avaliador-20,Avaliador-21,Avaliador-26,8.751,6.829721362333333,8.135,8.0,9.0,7.5,7.5,,7.83,10.0,Fase 3,0,,Ametista,6.875,Ametista,
RA-466,Fase 3,3L,Aluno-466,2009,15,M,2022,Publica,2024,,,Agata,6.825507272727274,4.0,Avaliador-20,Avaliador-21,Avaliador-26,8.751,7.223245614,8.76,4.0,3.0,6.5,2.5,,7.665,5.0,Fase 4,-1,,Agata,7.5,Agata,
RA-414,Fase 3,3L,Aluno-414,2010,14,F,2021,Publica,2024,,Agata,Ametista,7.284286390189521,4.0,Avaliador-20,Avaliador-21,Avaliador-26,7.917,8.429629629666666,7.51,6.0,9.0,3.0,6.0,,5.67,10.0,Fase 3,0,,Ametista,6.25,Ametista,
RA-401,Fase 3,3L,Aluno-401,2010,14,F,2021,Publica,2024,,Quartzo,Agata,6.64462715942029,4.0,Avaliador-20,Avaliador-21,Avaliador-26,6.666,6.839473684333334,6.885,4.833333333333333,7.0,5.0,2.5,,6.915,10.0,Fase 3,0,,Agata,6.5625,Agata,
RA-1141,Fase 3,3L,Aluno-1141,2011,13,F,2023,Publica,2024,,,,,4.0,Avaliador-20,Avaliador-21,Avaliador-26,9.585,6.191537667666666,7.51,4.166666666666667,5.0,4.5,3.0,,6.7825,10.0,Fase 3,0,,Ametista,6.5625,Agata,
RA-592,Fase 3,3L,Aluno-592,2012,12,F,2021,Privada,2024,Ametista,Ametista,Ametista,7.381391333333333,4.0,Avaliador-20,Avaliador-21,Avaliador-26,7.917,6.108152734666667,2.51,7.833333333333333,7.0,8.0,8.5,,7.625,10.0,Fase 2,1,,Ametista,7.65625,Ametista,
RA-474,Fase 3,3L,Aluno-474,2009,15,M,2021,Publica,2024,Ametista,Ametista,Agata,6.445832675903806,4.0,Avaliador-20,Avaliador-21,Avaliador-26,9.168,5.818518518666667,7.51,3.0,4.0,3.0,2.0,,6.8725,5.0,Fase 4,-1,,Quartzo,7.1875,Agata,
RA-602,Fase 3,3L,Aluno-602,2011,13,M,2021,Publica,2024,Ametista,Ametista,Ametista,8.040676603174603,4.0,Avaliador-20,Avaliador-21,Avaliador-26,9.585,9.670588235333334,7.51,7.333333333333333,9.0,5.0,8.0,,8.545,10.0,Fase 3,0,,Topazio,8.28125,Topazio,
RA-666,Fase 3,3L,Aluno-666,2012,12,M,2022,Publica,2024,,,Ametista,7.928601818181819,4.0,Avaliador-20,Avaliador-21,Avaliador-26,10.002,7.881527348,7.51,7.166666666666667,10.0,5.5,6.0,,8.375,10.0,Fase 3,0,,Topazio,7.5,Topazio,
RA-604,Fase 3,3L,Aluno-604,2012,12,F,2021,Publica,2024,,Ametista,Ametista,8.018089853232116,4.0,Avaliador-20,Avaliador-21,Avaliador-26,8.334,7.5029927763333335,8.13,7.0,8.0,5.5,7.5,,6.21,10.0,Fase 2,1,,Topazio,6.40625,Ametista,
RA-476,Fase 3,3L,Aluno-476,2010,14,F,2021,Publica,2024,Agata,Ametista,Agata,6.930756190476192,4.0,Avaliador-20,Avaliador-21,Avaliador-26,7.917,6.5964912280000005,7.51,4.5,7.0,4.0,2.5,,6.745,10.0,Fase 3,0,,Agata,6.25,Agata,
RA-423,Fase 3,3L,Aluno-423,2010,14,F,2022,Publica,2024,,,Agata,6.646760592592592,4.0,Avaliador-20,Avaliador-21,Avaliador-26,5.833,6.501135191,8.13,4.333333333333333,6.0,3.5,3.5,,6.8275,10.0,Fase 3,0,,Agata,6.875,Agata,
RA-631,Fase 3,3L,Aluno-631,2010,14,M,2022,Publica,2024,,,Agata,6.927631024851692,4.0,Avaliador-20,Avaliador-21,Avaliador-26,8.334,7.2122004356666665,8.75,4.166666666666667,7.0,3.5,2.0,,6.245,10.0,Fase 3,0,,Quartzo,5.625,Agata,
RA-658,Fase 3,3M,Aluno-658,2012,12,F,2022,Publica,2024,,,Ametista,7.406743477025898,5.0,Avaliador-20,Avaliador-21,Avaliador-17,8.751,10.0,8.135,3.6666666666666665,5.5,2.5,3.0,,6.738,10.0,Fase 2,1,,Topazio,7.375,Ametista,
RA-1540,Fase 3,3M,Aluno-1540,2010,14,F,2024,Publica,2024,,,,,5.0,Avaliador-20,Avaliador-21,Avaliador-17,8.334,5.0,7.51,2.6666666666666665,2.0,2.0,4.0,,6.83,5.0,Fase 4,-1,,,7.125,Quartzo,
RA-1541,Fase 3,3M,Aluno-1541,2011,13,M,2024,Publica,2024,,,,,5.0,Avaliador-20,Avaliador-21,Avaliador-17,9.168,8.633333333333333,6.88,8.166666666666666,9.0,7.0,8.5,,7.736,10.0,Fase 3,0,,,8.25,Topazio,
RA-1114,Fase 3,3M,Aluno-1114,2011,12,F,2023,Publica,2024,,,,,5.0,Avaliador-20,Avaliador-21,Avaliador-17,8.751,9.533333333333333,2.51,5.0,5.0,3.0,7.0,,7.836,10.0,Fase 3,0,,Ametista,8.375,Ametista,
RA-662,Fase 3,3M,Aluno-662,2011,13,F,2022,Publica,2024,,,Ametista,7.044440865959365,5.0,Avaliador-20,Avaliador-21,Avaliador-17,7.917,7.6107226106666666,7.51,4.166666666666667,4.5,5.0,3.0,,7.234,10.0,Fase 3,0,,Agata,7.625,Ametista,
RA-760,Fase 3,3M,Aluno-760,2011,13,M,2021,Publica,2024,,Ametista,Topazio,8.172164185520362,5.0,Avaliador-20,Avaliador-21,Avaliador-17,9.168,7.090909091,7.51,5.0,2.5,3.5,9.0,,6.158,10.0,Fase 3,0,,Agata,6.25,Agata,
RA-1542,Fase 3,3M,Aluno-1542,2008,16,F,2024,Publica,2024,,,,,5.0,Avaliador-20,Avaliador-21,Avaliador-17,7.501,6.304873294333333,8.135,3.1666666666666665,1.0,3.5,5.0,,6.966,5.0,Fase 5,-2,,,7.375,Agata,
RA-404,Fase 3,3M,Aluno-404,2010,14,F,2021,Publica,2024,Ametista,Agata,Agata,6.658016026362202,5.0,Avaliador-20,Avaliador-21,Avaliador-17,8.334,6.286274509666666,2.51,5.666666666666667,6.0,5.0,6.0,,6.998,10.0,Fase 3,0,,Agata,7.5,Agata,
RA-1119,Fase 3,3M,Aluno-1119,2010,14,F,2023,Publica,2024,,,,,5.0,Avaliador-20,Avaliador-21,Avaliador-17,9.585,8.716666666666667,7.51,5.666666666666667,6.0,3.5,7.5,,7.698,5.0,Fase 4,-1,,Ametista,7.625,Ametista,
RA-1116,Fase 3,3M,Aluno-1116,2009,15,M,2023,Publica,2024,,,,,5.0,Avaliador-20,Avaliador-21,Avaliador-17,0.0,3.3555555556666667,6.26,2.3333333333333335,1.0,3.0,3.0,,5.066,5.0,Fase 4,-1,,Agata,5.125,Quartzo,
RA-667,Fase 3,3M,Aluno-667,2011,13,M,2021,Publica,2024,,Ametista,Quartzo,5.84372876673568,5.0,Avaliador-20,Avaliador-21,Avaliador-17,9.168,7.038986354666666,7.51,4.666666666666667,5.5,4.5,4.0,,6.966,10.0,Fase 3,0,,Agata,7.75,Ametista,
RA-605,Fase 3,3M,Aluno-605,2010,13,F,2021,Publica,2024,,Ametista,Ametista,7.276307053600185,5.0,Avaliador-20,Avaliador-21,Avaliador-17,7.5,6.194444444333333,6.885,2.6666666666666665,1.5,3.5,3.0,,5.534,10.0,Fase 3,0,,Ametista,7.0,Agata,
RA-1543,Fase 3,3M,Aluno-1543,2010,14,M,2024,Publica,2024,,,,,5.0,Avaliador-20,Avaliador-21,Avaliador-17,7.5,8.076923077,7.51,5.0,6.0,4.0,,,7.066,5.0,Fase 4,-1,,,7.25,Agata,
RA-1118,Fase 3,3M,Aluno-1118,2010,14,F,2023,Publica,2024,,,,,5.0,Avaliador-20,Avaliador-21,Avaliador-17,7.084,7.846439628666666,9.38,3.8333333333333335,3.0,4.5,4.0,,6.866,10.0,Fase 3,0,,Ametista,6.75,Ametista,
RA-1544,Fase 3,3M,Aluno-1544,2010,14,F,2024,Publica,2024,,,,,5.0,Avaliador-20,Avaliador-21,Avaliador-17,8.334,8.674509804,6.885,5.833333333333333,5.5,5.5,6.5,,6.598,5.0,Fase 4,-1,,,6.625,Agata,
RA-1545,Fase 3,3N,Aluno-1545,2012,12,F,2024,Publica,2024,,,,,2.0,Avaliador-21,Avaliador-23,,7.501,6.210826211,8.13,8.166666666666666,8.0,6.5,10.0,,6.165,10.0,Fase 3,0,,,6.25,Ametista,
RA-1127,Fase 3,3N,Aluno-1127,2012,12,F,2023,Publica,2024,,,,,2.0,Avaliador-21,Avaliador-23,,9.168,10.0,7.51,5.833333333333333,8.5,4.5,4.5,,7.67,10.0,Fase 3,0,,Topazio,8.125,Topazio,
RA-1129,Fase 3,3N,Aluno-1129,2012,12,M,2023,Publica,2024,,,,,2.0,Avaliador-21,Avaliador-23,,9.168,7.137254902,8.13,6.833333333333333,9.0,5.5,6.0,,5.745,10.0,Fase 3,0,,Ametista,6.875,Ametista,
RA-1546,Fase 3,3N,Aluno-1546,2010,14,M,2024,Publica,2024,,,,,2.0,Avaliador-21,Avaliador-23,,8.334,6.374643874666667,8.75,4.666666666666667,5.0,3.0,6.0,,6.17,10.0,Fase 3,0,,,7.5,Agata,
RA-1130,Fase 3,3N,Aluno-1130,2012,12,M,2023,Publica,2024,,,,,2.0,Avaliador-21,Avaliador-23,,8.751,6.278431372666667,8.13,4.333333333333333,7.5,3.5,2.0,,5.33,10.0,Fase 3,0,,Topazio,6.875,Agata,
RA-1168,Fase 3,3N,Aluno-1168,2010,14,F,2023,Publica,2024,,,,,2.0,Avaliador-21,Avaliador-23,,9.585,7.682352941333334,7.51,5.666666666666667,8.5,3.5,5.0,,6.33,5.0,Fase 4,-1,,Quartzo,7.1875,Agata,
RA-613,Fase 3,3N,Aluno-613,2009,15,M,2021,Publica,2024,Ametista,Ametista,Topazio,8.12134394356261,2.0,Avaliador-21,Avaliador-23,,8.334,9.566666666666666,7.51,7.333333333333333,8.0,6.0,8.0,,6.25,5.0,Fase 4,-1,,Agata,6.875,Ametista,
RA-433,Fase 3,3N,Aluno-433,2010,14,M,2022,Publica,2024,,,Quartzo,5.557438118548119,2.0,Avaliador-21,Avaliador-23,,7.918,8.380952381,8.13,4.833333333333333,6.5,4.0,4.0,,6.415,10.0,Fase 3,0,,Agata,6.875,Ametista,
RA-1547,Fase 3,3N,Aluno-1547,2009,14,F,2024,Publica,2024,,,,,2.0,Avaliador-21,Avaliador-23,,7.917,6.467236467333334,8.13,6.666666666666667,9.5,6.0,4.5,,6.335,5.0,Fase 4,-1,,,7.5,Agata,
RA-1548,Fase 3,3N,Aluno-1548,2011,13,F,2024,Publica,2024,,,,,2.0,Avaliador-21,Avaliador-23,,8.334,5.2421652420000004,7.51,4.833333333333333,9.0,4.5,1.0,,5.665,10.0,Fase 3,0,,,7.5,Agata,
RA-304,Fase 3,3N,Aluno-304,2007,16,M,2021,Publica,2024,Ametista,Agata,Agata,6.355207500000001,2.0,Avaliador-21,Avaliador-23,,10.002,7.826890756333333,7.51,7.166666666666667,9.0,5.5,7.0,,5.825,2.5,Fase 6,-3,,Agata,6.875,Agata,
RA-1549,Fase 3,3N,Aluno-1549,2009,15,M,2024,Publica,2024,,,,,2.0,Avaliador-21,Avaliador-23,,9.585,7.441394335666668,7.51,4.166666666666667,5.5,3.0,4.0,,6.325,5.0,Fase 5,-2,,,7.1875,Agata,
RA-632,Fase 3,3P,Aluno-632,2012,12,F,2022,Publica,2024,,,Agata,6.995504201058202,4.0,Avaliador-21,Avaliador-23,Avaliador-5,7.917,8.999164578333334,6.875,4.166666666666667,0.0,6.0,6.5,,7.875,10.0,Fase 3,0,,Ametista,8.28125,Ametista,
RA-633,Fase 3,3P,Aluno-633,2011,13,F,2021,Publica,2024,Ametista,Agata,Ametista,7.475860455026456,4.0,Avaliador-21,Avaliador-23,Avaliador-5,4.584,4.707017544,2.51,3.3333333333333335,4.0,6.0,0.0,,6.1175,10.0,Fase 3,0,,Agata,6.875,Quartzo,
RA-1137,Fase 3,3P,Aluno-1137,2013,11,F,2023,Publica,2024,,,,,4.0,Avaliador-21,Avaliador-23,Avaliador-5,8.334,7.588638262333333,8.13,3.5,1.0,4.5,5.0,,7.4575,10.0,Fase 2,1,,Topazio,8.28125,Ametista,
RA-646,Fase 3,3P,Aluno-646,2009,14,M,2021,Publica,2024,Ametista,Ametista,Topazio,8.18081096969697,4.0,Avaliador-21,Avaliador-23,Avaliador-5,10.002,9.266666666666667,7.51,6.166666666666667,9.0,4.5,5.0,,7.7475,5.0,Fase 4,-1,,Topazio,8.28125,Ametista,
RA-1550,Fase 3,3P,Aluno-1550,2009,15,M,2024,Publica,2024,,,,,4.0,Avaliador-21,Avaliador-23,Avaliador-5,9.585,5.222222222,7.51,4.333333333333333,5.0,3.0,5.0,,6.2025,5.0,Fase 4,-1,,,7.03125,Agata,
RA-1139,Fase 3,3P,Aluno-1139,2012,12,M,2023,Publica,2024,,,,,4.0,Avaliador-21,Avaliador-23,Avaliador-5,8.334,6.152715121333333,7.51,4.666666666666667,5.0,3.0,6.0,,7.04,10.0,Fase 2,1,,Ametista,7.5,Agata,
RA-444,Fase 3,3P,Aluno-444,2009,14,M,2021,Publica,2024,Agata,Ametista,Agata,6.664746446689114,4.0,Avaliador-21,Avaliador-23,Avaliador-5,8.334,6.377276524666667,2.51,3.6666666666666665,2.0,5.0,4.0,,5.96,5.0,Fase 4,-1,,Quartzo,6.25,Quartzo,
RA-445,Fase 3,3P,Aluno-445,2010,14,M,2022,Publica,2024,,,Agata,6.923613111111111,4.0,Avaliador-21,Avaliador-23,Avaliador-5,7.917,8.715873016,7.51,4.0,3.0,6.0,3.0,,7.3725,10.0,Fase 3,0,,Ametista,7.8125,Ametista,
RA-639,Fase 3,3P,Aluno-639,2012,12,F,2021,Publica,2024,,Ametista,Agata,6.613163153439154,4.0,Avaliador-21,Avaliador-23,Avaliador-5,7.917,5.278195488666667,2.51,3.8333333333333335,1.0,4.5,6.0,,6.1625,10.0,Fase 3,0,,Ametista,6.71875,Quartzo,
RA-1142,Fase 3,3P,Aluno-1142,2012,12,F,2023,Publica,2024,,,,,4.0,Avaliador-21,Avaliador-23,Avaliador-5,8.334,9.133333333333333,7.51,8.5,10.0,8.0,7.5,,7.335,10.0,Fase 3,0,,Topazio,8.125,Topazio,
RA-1551,Fase 3,3P,Aluno-1551,2009,15,M,2024,Publica,2024,,,,,4.0,Avaliador-21,Avaliador-23,Avaliador-5,9.585,4.7710437709999995,7.51,3.5,1.0,5.5,4.0,,6.79,5.0,Fase 5,-2,,,7.5,Quartzo,
RA-458,Fase 3,3P,Aluno-458,2009,15,M,2021,Publica,2024,Ametista,Quartzo,Agata,6.511662330532213,4.0,Avaliador-21,Avaliador-23,Avaliador-5,8.751,3.7396825396666666,6.88,4.0,3.0,4.0,5.0,,6.83,5.0,Fase 4,-1,,Agata,7.03125,Quartzo,
RA-1552,Fase 3,3P,Aluno-1552,2011,13,M,2024,Publica,2024,,,,,4.0,Avaliador-21,Avaliador-23,Avaliador-5,9.585,9.743589743666666,7.51,3.1666666666666665,1.0,4.5,4.0,,7.165,10.0,Fase 3,0,,,7.1875,Ametista,
RA-1170,Fase 3,3P,Aluno-1170,2009,15,M,2023,Publica,2024,,,,,4.0,Avaliador-21,Avaliador-23,Avaliador-5,9.168,5.565079365,8.13,3.5,1.0,2.5,7.0,,6.7475,5.0,Fase 5,-2,,Agata,7.03125,Agata,
RA-642,Fase 3,3P,Aluno-642,2012,12,F,2021,Publica,2024,,Topazio,Ametista,7.750398603174604,4.0,Avaliador-21,Avaliador-23,Avaliador-5,9.585,9.149206349333333,3.76,4.0,2.0,5.0,5.0,,6.9975,10.0,Fase 3,0,,Topazio,7.1875,Ametista,
RA-1553,Fase 3,3R,Aluno-1553,2011,13,M,2024,Publica,2024,,,,,3.0,Avaliador-20,Avaliador-21,Avaliador-23,8.334,9.003921568666668,7.51,4.333333333333333,6.0,5.0,2.0,,7.78,10.0,Fase 3,0,,,8.333333333,Ametista,
RA-1554,Fase 3,3R,Aluno-1554,2009,15,M,2024,Publica,2024,,,,,3.0,Avaliador-20,Avaliador-21,Avaliador-23,6.666,9.629629629666667,8.76,4.0,3.0,,5.0,,7.22,5.0,Fase 5,-2,,,7.291666667,Agata,
RA-649,Fase 3,3R,Aluno-649,2010,14,F,2021,Publica,2024,Agata,Ametista,Ametista,7.301750696192697,3.0,Avaliador-20,Avaliador-21,Avaliador-23,8.751,6.004481792666667,8.76,3.6666666666666665,5.5,4.0,1.5,,7.333333333,10.0,Fase 3,0,,Ametista,8.333333333,Agata,
RA-1136,Fase 3,3R,Aluno-1136,2009,14,F,2023,Publica,2024,,,,,3.0,Avaliador-20,Avaliador-21,Avaliador-23,8.751,4.547899159666667,8.135,1.6666666666666667,1.0,2.0,2.0,,6.383333333,5.0,Fase 4,-1,,Agata,7.5,Quartzo,
RA-653,Fase 3,3R,Aluno-653,2011,13,F,2022,Publica,2024,,,Topazio,8.100927925925927,3.0,Avaliador-20,Avaliador-21,Avaliador-23,8.751,9.537254901999999,8.76,5.166666666666667,6.5,4.5,4.5,,7.89,10.0,Fase 3,0,,Ametista,8.333333333,Topazio,
RA-456,Fase 3,3R,Aluno-456,2010,13,F,2022,Publica,2024,,,Ametista,7.192527343915344,3.0,Avaliador-20,Avaliador-21,Avaliador-23,7.083,9.382456140333334,7.51,6.5,9.0,6.0,4.5,,8.893333333,10.0,Fase 3,0,,Ametista,9.166666667,Topazio,
RA-655,Fase 3,3R,Aluno-655,2010,14,F,2021,Publica,2024,Ametista,Ametista,Ametista,7.7853369992229995,3.0,Avaliador-20,Avaliador-21,Avaliador-23,7.501,10.0,8.76,6.833333333333333,8.0,4.0,8.5,,7.166666667,10.0,Fase 3,0,,Topazio,8.125,Topazio,
RA-656,Fase 3,3R,Aluno-656,2011,13,F,2021,Publica,2024,Topazio,Ametista,Agata,6.65156698989899,3.0,Avaliador-20,Avaliador-21,Avaliador-23,9.168,5.978431372666667,7.51,4.166666666666667,5.0,3.5,4.0,,6.106666667,10.0,Fase 3,0,,Agata,7.5,Agata,
RA-657,Fase 3,3R,Aluno-657,2010,13,F,2021,Publica,2024,,Ametista,Topazio,8.093255968253969,3.0,Avaliador-20,Avaliador-21,Avaliador-23,8.751,9.6,6.885,7.5,8.0,4.5,10.0,,7.056666667,10.0,Fase 3,0,,Topazio,8.125,Topazio,
RA-1555,Fase 3,3R,Aluno-1555,2011,13,M,2024,Publica,2024,,,,,3.0,Avaliador-20,Avaliador-21,Avaliador-23,8.334,10.0,6.255,3.0,9.0,0.0,0.0,,8.056666667,10.0,Fase 3,0,,,8.125,Ametista,
RA-461,Fase 3,3R,Aluno-461,2010,13,F,2021,Publica,2024,Ametista,Ametista,Quartzo,5.451260674038036,3.0,Avaliador-20,Avaliador-21,Avaliador-23,8.751,9.182446312,7.51,4.5,3.0,4.5,6.0,,7.056666667,10.0,Fase 3,0,,Ametista,7.708333333,Ametista,
RA-398,Fase 3,3U,Aluno-398,2012,12,F,2022,Publica,2024,,,Ametista,7.741668666666667,3.0,Avaliador-21,Avaliador-23,Avaliador-20,7.083,5.733333333333333,7.51,8.0,8.5,7.5,8.0,,6.553333333,10.0,Fase 3,0,,Ametista,7.291666667,Ametista,
RA-586,Fase 3,3U,Aluno-586,2012,11,F,2021,Bolsista,2024,,Topazio,Ametista,7.987503111111112,3.0,Avaliador-21,Avaliador-23,Avaliador-20,9.168,9.241269841333333,7.51,8.5,7.5,8.0,10.0,,8.056666667,10.0,Fase 2,1,,Topazio,8.75,Topazio,
RA-623,Fase 3,3U,Aluno-623,2009,15,M,2022,Publica,2024,,,Ametista,7.523833791887125,3.0,Avaliador-21,Avaliador-23,Avaliador-20,8.334,7.3999999999999995,6.885,4.0,3.5,2.5,6.0,,7.05,5.0,Fase 4,-1,,Ametista,6.458333333,Agata,
RA-588,Fase 3,3U,Aluno-588,2013,11,F,2021,Bolsista,2024,,Topazio,Topazio,8.622225333333333,3.0,Avaliador-21,Avaliador-23,Avaliador-20,9.168,9.833333333333334,7.51,7.833333333333333,8.5,8.0,7.0,,8.0,10.0,Fase 2,1,,Topazio,8.75,Topazio,
